# target name	accession	tlen	query name	accession	qlen	E-value	score	bias	#	of	c-Evalue	i-Evalue	score	bias	from	to	from	to	from	to	acc	description of target
zf-C2HC_2	PF13913.7	25	Suva_MIG2	-	401	3.4	7.7	7.9	2	2	0.0011	2.3	8.2	0.3	6	22	50	67	47	68	0.93	zinc-finger of a C2HC-type
zf-H2C2_2	PF13465.7	26	Skud_MIG2	-	384	1.00E-07	32.1	20.4	1	3	0.0047	11	6.7	0.3	13	24	15	26	3	28	0.82	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Skud_MIG2	-	384	1.00E-07	32.1	20.4	2	3	1.30E-07	0.0003	21.1	7	3	25	33	57	31	58	0.9	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Skud_MIG2	-	384	1.00E-07	32.1	20.4	3	3	5.50E-05	0.13	12.8	0.7	2	13	62	73	61	78	0.89	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Skud_MIG2	-	384	1.70E-07	31.3	21.1	1	2	0.00025	0.57	10.8	9.5	1	23	17	39	17	39	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Skud_MIG2	-	384	1.70E-07	31.3	21.1	2	2	3.80E-09	8.70E-06	25.9	3.7	3	23	47	69	45	69	0.91	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Skud_MIG2	-	384	0.00016	22.2	17.3	1	2	0.0015	3.4	8.8	6.9	1	23	17	39	17	40	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Skud_MIG2	-	384	0.00016	22.2	17.3	2	2	1.10E-06	0.0025	18.5	2.6	5	23	49	69	45	70	0.86	C2H2-type zinc finger
zf-H2C2_5	PF13909.7	25	Skud_MIG2	-	384	0.0084	15.9	0.2	1	4	1.1	2.50E+03	-1.7	0.3	1	6	17	22	17	22	0.91	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Skud_MIG2	-	384	0.0084	15.9	0.2	2	4	0.0041	9.3	6.1	1.8	17	25	33	41	33	41	0.95	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Skud_MIG2	-	384	0.0084	15.9	0.2	3	4	3.70E-06	0.0084	15.9	0.2	12	25	58	71	56	71	0.91	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Skud_MIG2	-	384	0.0084	15.9	0.2	4	4	1.7	3.80E+03	-2.2	0.2	8	14	311	317	311	318	0.87	C2H2-type zinc-finger domain
zf-C2H2_jaz	PF12171.9	27	Skud_MIG2	-	384	0.011	16	5.2	1	2	0.00023	0.51	10.7	0.8	2	24	17	39	16	45	0.88	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Skud_MIG2	-	384	0.011	16	5.2	2	2	0.0048	11	6.5	0.2	7	24	52	69	52	69	0.95	Zinc-finger double-stranded RNA-binding
FOXP-CC	PF16159.6	69	Skud_MIG2	-	384	0.014	16.1	0.2	1	1	1.60E-05	0.036	14.8	0.2	6	45	46	85	43	91	0.89	FOXP coiled-coil domain
zf-C2H2_6	PF13912.7	27	Skud_MIG2	-	384	0.13	12.3	0.5	1	3	0.019	43	4.3	6.9	2	25	17	36	17	38	0.84	C2H2-type zinc finger
zf-C2H2_6	PF13912.7	27	Skud_MIG2	-	384	0.13	12.3	0.5	2	3	5.70E-05	0.13	12.3	0.5	7	24	52	69	51	72	0.95	C2H2-type zinc finger
zf-C2H2_6	PF13912.7	27	Skud_MIG2	-	384	0.13	12.3	0.5	3	3	4	9.10E+03	-3.1	1.1	10	16	173	179	171	179	0.82	C2H2-type zinc finger
zf-C2HE	PF16278.6	63	Skud_MIG2	-	384	0.42	11.1	6.8	1	2	0.00022	0.51	10.8	1.3	33	60	12	39	1	42	0.85	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2HE	PF16278.6	63	Skud_MIG2	-	384	0.42	11.1	6.8	2	2	0.11	2.40E+02	2.3	0.4	43	60	52	69	45	72	0.86	C2HE / C2H2 / C2HC zinc-binding finger
zf-H2C2_2	PF13465.7	26	Smik_MIG2	-	383	1.00E-07	32.1	20.7	1	3	0.0054	11	6.7	0.4	13	24	15	26	3	28	0.81	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Smik_MIG2	-	383	1.00E-07	32.1	20.7	2	3	1.50E-07	0.0003	21.1	7	3	25	33	57	31	58	0.9	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Smik_MIG2	-	383	1.00E-07	32.1	20.7	3	3	6.20E-05	0.13	12.8	0.7	2	13	62	73	61	78	0.89	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Smik_MIG2	-	383	1.60E-07	31.4	21.1	1	2	0.00028	0.57	10.8	9.5	1	23	17	39	17	39	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Smik_MIG2	-	383	1.60E-07	31.4	21.1	2	2	4.30E-09	8.60E-06	26	3.7	3	23	47	69	45	69	0.91	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Smik_MIG2	-	383	0.00013	22.5	17.3	1	2	0.0017	3.4	8.8	6.9	1	23	17	39	17	40	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Smik_MIG2	-	383	0.00013	22.5	17.3	2	2	1.20E-06	0.0025	18.5	2.6	5	23	49	69	45	70	0.86	C2H2-type zinc finger
FOXP-CC	PF16159.6	69	Smik_MIG2	-	383	0.0039	17.9	0.3	1	1	6.70E-06	0.014	16.2	0.3	6	46	46	86	43	91	0.91	FOXP coiled-coil domain
zf-H2C2_5	PF13909.7	25	Smik_MIG2	-	383	0.0075	16	12.2	1	3	1.2	2.50E+03	-1.6	0.3	1	6	17	22	17	22	0.91	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Smik_MIG2	-	383	0.0075	16	12.2	2	3	0.0046	9.2	6.1	1.8	17	25	33	41	33	41	0.95	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Smik_MIG2	-	383	0.0075	16	12.2	3	3	4.10E-06	0.0083	15.9	0.2	12	25	58	71	56	71	0.91	C2H2-type zinc-finger domain
zf-C2H2_jaz	PF12171.9	27	Smik_MIG2	-	383	0.012	15.9	5.2	1	2	0.00025	0.51	10.7	0.8	2	24	17	39	16	45	0.88	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Smik_MIG2	-	383	0.012	15.9	5.2	2	2	0.0054	11	6.5	0.2	7	24	52	69	52	69	0.95	Zinc-finger double-stranded RNA-binding
Herpes_LP	PF03363.14	174	Smik_MIG2	-	383	0.098	12.5	1	1	2	0.00026	0.53	10.1	0.1	10	74	44	105	36	120	0.63	Herpesvirus leader protein
Herpes_LP	PF03363.14	174	Smik_MIG2	-	383	0.098	12.5	1	2	2	0.29	5.80E+02	0.2	0.1	41	75	314	350	307	361	0.7	Herpesvirus leader protein
zf-C2H2_6	PF13912.7	27	Smik_MIG2	-	383	0.13	12.3	0.5	1	3	0.021	43	4.3	6.9	2	25	17	36	17	38	0.84	C2H2-type zinc finger
zf-C2H2_6	PF13912.7	27	Smik_MIG2	-	383	0.13	12.3	0.5	2	3	6.30E-05	0.13	12.3	0.5	7	24	52	69	51	72	0.95	C2H2-type zinc finger
zf-C2H2_6	PF13912.7	27	Smik_MIG2	-	383	0.13	12.3	0.5	3	3	4.5	9.10E+03	-3.1	1.1	10	16	174	180	172	180	0.82	C2H2-type zinc finger
zf-C2HE	PF16278.6	63	Smik_MIG2	-	383	0.43	11.1	6.6	1	2	0.00024	0.49	10.9	1.2	33	60	12	39	1	42	0.86	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2HE	PF16278.6	63	Smik_MIG2	-	383	0.43	11.1	6.6	2	2	0.12	2.40E+02	2.3	0.4	43	60	52	69	45	72	0.86	C2HE / C2H2 / C2HC zinc-binding finger
zf-H2C2_2	PF13465.7	26	Scer_MIG2	-	383	9.70E-08	32.1	20.4	1	3	0.0047	11	6.7	0.3	13	24	15	26	3	28	0.82	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Scer_MIG2	-	383	9.70E-08	32.1	20.4	2	3	1.30E-07	0.0003	21.1	7	3	25	33	57	31	58	0.9	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Scer_MIG2	-	383	9.70E-08	32.1	20.4	3	3	5.50E-05	0.13	12.8	0.7	2	13	62	73	61	78	0.89	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Scer_MIG2	-	383	1.80E-07	31.3	21.1	1	2	0.00025	0.57	10.8	9.5	1	23	17	39	17	39	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Scer_MIG2	-	383	1.80E-07	31.3	21.1	2	2	3.80E-09	8.60E-06	26	3.7	3	23	47	69	45	69	0.91	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Scer_MIG2	-	383	0.00017	22.2	17.3	1	2	0.0015	3.4	8.8	6.9	1	23	17	39	17	40	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Scer_MIG2	-	383	0.00017	22.2	17.3	2	2	1.10E-06	0.0025	18.5	2.6	5	23	49	69	45	70	0.86	C2H2-type zinc finger
FOXP-CC	PF16159.6	69	Scer_MIG2	-	383	0.002	18.8	0.3	1	1	2.90E-06	0.0067	17.1	0.3	6	46	46	86	43	91	0.92	FOXP coiled-coil domain
zf-H2C2_5	PF13909.7	25	Scer_MIG2	-	383	0.0083	15.9	0.2	1	4	1.1	2.50E+03	-1.6	0.3	1	6	17	22	17	22	0.91	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Scer_MIG2	-	383	0.0083	15.9	0.2	2	4	0.0041	9.2	6.1	1.8	17	25	33	41	33	41	0.95	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Scer_MIG2	-	383	0.0083	15.9	0.2	3	4	3.70E-06	0.0083	15.9	0.2	12	25	58	71	56	71	0.91	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Scer_MIG2	-	383	0.0083	15.9	0.2	4	4	1.7	3.80E+03	-2.2	0.2	8	14	311	317	311	318	0.87	C2H2-type zinc-finger domain
zf-C2H2_6	PF13912.7	27	Scer_MIG2	-	383	0.13	12.3	0.5	1	3	0.019	43	4.3	6.9	2	25	17	36	17	38	0.84	C2H2-type zinc finger
zf-C2H2_6	PF13912.7	27	Scer_MIG2	-	383	0.13	12.3	0.5	2	3	5.60E-05	0.13	12.3	0.5	7	24	52	69	51	72	0.95	C2H2-type zinc finger
zf-C2H2_6	PF13912.7	27	Scer_MIG2	-	383	0.13	12.3	0.5	3	3	4	9.10E+03	-3.1	1.1	10	16	173	179	171	179	0.82	C2H2-type zinc finger
zf-C2H2_jaz	PF12171.9	27	Scer_MIG2	-	383	0.16	12.3	9.6	1	3	0.00022	0.51	10.7	0.8	2	24	17	39	16	45	0.88	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Scer_MIG2	-	383	0.16	12.3	9.6	2	3	0.0048	11	6.5	0.2	7	24	52	69	52	69	0.95	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Scer_MIG2	-	383	0.16	12.3	9.6	3	3	1.9	4.40E+03	-1.9	0.1	19	24	348	353	347	354	0.84	Zinc-finger double-stranded RNA-binding
zf-C2HE	PF16278.6	63	Scer_MIG2	-	383	4.5	7.8	10.8	1	3	0.00022	0.51	10.9	1.3	33	60	12	39	1	42	0.85	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2HE	PF16278.6	63	Scer_MIG2	-	383	4.5	7.8	10.8	2	3	0.11	2.40E+02	2.3	0.4	43	60	52	69	45	72	0.86	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2HE	PF16278.6	63	Scer_MIG2	-	383	4.5	7.8	10.8	3	3	1.3	3.10E+03	-1.2	0.1	8	22	288	309	286	357	0.55	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2H2	PF00096.27	23	Kwal_MIG2/MIG3	-	267	3.70E-08	33.4	15.7	1	2	7.00E-07	0.0018	18.6	5.5	1	23	14	36	14	36	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Kwal_MIG2/MIG3	-	267	3.70E-08	33.4	15.7	2	2	2.30E-07	0.0006	20.2	2.5	1	23	42	66	42	66	0.95	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Kwal_MIG2/MIG3	-	267	2.80E-06	27.7	12.8	1	2	3.10E-06	0.008	17	3.6	1	23	14	36	14	37	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Kwal_MIG2/MIG3	-	267	2.80E-06	27.7	12.8	2	2	7.60E-06	0.02	15.7	1.8	2	23	43	66	42	67	0.89	C2H2-type zinc finger
zf-H2C2_2	PF13465.7	26	Kwal_MIG2/MIG3	-	267	3.30E-06	27.3	16.9	1	3	0.00048	1.3	9.7	0.2	11	24	10	23	8	25	0.88	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Kwal_MIG2/MIG3	-	267	3.30E-06	27.3	16.9	2	3	3.40E-07	0.00088	19.6	5.2	3	25	30	54	28	55	0.84	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Kwal_MIG2/MIG3	-	267	3.30E-06	27.3	16.9	3	3	0.011	29	5.4	0.5	2	11	59	68	58	76	0.85	Zinc-finger double domain
zf-C2H2_jaz	PF12171.9	27	Kwal_MIG2/MIG3	-	267	0.043	14.1	2.7	1	2	9.70E-05	0.25	11.7	0.4	2	24	14	36	13	42	0.88	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Kwal_MIG2/MIG3	-	267	0.043	14.1	2.7	2	2	0.079	2.10E+02	2.4	0.1	7	24	49	66	49	66	0.88	Zinc-finger double-stranded RNA-binding
FOXP-CC	PF16159.6	69	Kwal_MIG2/MIG3	-	267	0.12	13.1	0.1	1	1	9.30E-05	0.24	12.1	0.1	6	39	43	75	40	87	0.8	FOXP coiled-coil domain
zf-C2H2_6	PF13912.7	27	Kwal_MIG2/MIG3	-	267	0.32	11.1	7	1	2	0.0017	4.5	7.4	2.2	2	14	14	26	14	34	0.86	C2H2-type zinc finger
zf-C2H2_6	PF13912.7	27	Kwal_MIG2/MIG3	-	267	0.32	11.1	7	2	2	0.011	29	4.8	0.2	7	26	49	68	48	69	0.94	C2H2-type zinc finger
zf-H2C2_5	PF13909.7	25	Kwal_MIG2/MIG3	-	267	4.1	7.3	15.1	1	3	0.47	1.20E+03	-0.7	0.5	1	6	14	19	14	19	0.9	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Kwal_MIG2/MIG3	-	267	4.1	7.3	15.1	2	3	0.0034	8.8	6.2	1.8	17	25	30	38	30	38	0.95	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Kwal_MIG2/MIG3	-	267	4.1	7.3	15.1	3	3	0.00037	0.95	9.3	0.6	12	23	55	66	54	67	0.89	C2H2-type zinc-finger domain
zf-C2H2	PF00096.27	23	Lthe_MIG2/MIG3	-	308	6.70E-08	32.6	15.7	1	3	7.30E-07	0.0022	18.4	5.5	1	23	13	35	13	35	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Lthe_MIG2/MIG3	-	308	6.70E-08	32.6	15.7	2	3	2.60E-07	0.00078	19.8	1.8	2	23	42	65	41	65	0.93	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Lthe_MIG2/MIG3	-	308	6.70E-08	32.6	15.7	3	3	6	1.80E+04	-3.5	0	13	19	214	220	212	221	0.75	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Lthe_MIG2/MIG3	-	308	3.30E-06	27.5	13.1	1	3	3.20E-06	0.0096	16.7	3.6	1	23	13	35	13	36	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Lthe_MIG2/MIG3	-	308	3.30E-06	27.5	13.1	2	3	5.20E-06	0.016	16	1.3	2	23	42	65	41	66	0.89	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Lthe_MIG2/MIG3	-	308	3.30E-06	27.5	13.1	3	3	5.5	1.70E+04	-2.7	0	12	21	213	222	211	223	0.74	C2H2-type zinc finger
zf-H2C2_2	PF13465.7	26	Lthe_MIG2/MIG3	-	308	5.00E-06	26.7	16.6	1	3	0.00095	2.9	8.5	0.2	13	24	11	22	6	24	0.88	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Lthe_MIG2/MIG3	-	308	5.00E-06	26.7	16.6	2	3	1.60E-07	0.00049	20.4	4.7	3	25	29	53	27	54	0.84	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Lthe_MIG2/MIG3	-	308	5.00E-06	26.7	16.6	3	3	0.011	33	5.2	0.5	2	11	58	67	57	74	0.84	Zinc-finger double domain
zf-C2H2_jaz	PF12171.9	27	Lthe_MIG2/MIG3	-	308	0.055	13.8	2.7	1	2	0.0001	0.31	11.4	0.4	2	24	13	35	12	41	0.88	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Lthe_MIG2/MIG3	-	308	0.055	13.8	2.7	2	2	0.081	2.50E+02	2.1	0.1	7	24	48	65	48	65	0.88	Zinc-finger double-stranded RNA-binding
zf-C2H2_6	PF13912.7	27	Lthe_MIG2/MIG3	-	308	0.21	11.6	5.8	1	2	0.0019	5.8	7.1	2.3	2	14	13	25	13	33	0.86	C2H2-type zinc finger
zf-C2H2_6	PF13912.7	27	Lthe_MIG2/MIG3	-	308	0.21	11.6	5.8	2	2	0.0099	30	4.8	0.1	7	26	48	67	46	68	0.94	C2H2-type zinc finger
zf-H2C2_5	PF13909.7	25	Lthe_MIG2/MIG3	-	308	6.4	6.6	15.1	1	3	0.48	1.40E+03	-0.9	0.5	1	6	13	18	13	18	0.9	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Lthe_MIG2/MIG3	-	308	6.4	6.6	15.1	2	3	0.0034	10	6	1.8	17	25	29	37	29	37	0.95	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Lthe_MIG2/MIG3	-	308	6.4	6.6	15.1	3	3	0.00037	1.1	9.1	0.6	12	23	54	65	53	66	0.89	C2H2-type zinc-finger domain
zf-H2C2_2	PF13465.7	26	Lklu_MIG2/MIG3	-	386	6.40E-08	32.7	19.5	1	3	4.20E-05	0.11	13	0.4	12	24	22	34	9	36	0.82	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Lklu_MIG2/MIG3	-	386	6.40E-08	32.7	19.5	2	3	9.40E-08	0.00025	21.4	5.4	3	25	41	65	39	66	0.89	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Lklu_MIG2/MIG3	-	386	6.40E-08	32.7	19.5	3	3	0.0028	7.3	7.2	0.9	2	12	70	80	69	84	0.84	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Lklu_MIG2/MIG3	-	386	2.00E-06	27.9	15.5	1	2	3.50E-06	0.0092	16.4	5.9	1	23	25	47	25	47	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Lklu_MIG2/MIG3	-	386	2.00E-06	27.9	15.5	2	2	3.80E-06	0.0099	16.3	2	2	23	54	77	53	77	0.91	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Lklu_MIG2/MIG3	-	386	1.70E-05	25.3	12.6	1	2	7.90E-06	0.021	15.7	4.1	1	23	25	47	25	48	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Lklu_MIG2/MIG3	-	386	1.70E-05	25.3	12.6	2	2	2.40E-05	0.063	14.2	1.3	2	23	54	77	53	78	0.91	C2H2-type zinc finger
zf-C2H2_jaz	PF12171.9	27	Lklu_MIG2/MIG3	-	386	0.0056	16.9	3.2	1	2	4.60E-06	0.012	15.9	0.9	2	24	25	47	24	53	0.87	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Lklu_MIG2/MIG3	-	386	0.0056	16.9	3.2	2	2	0.27	6.90E+02	0.7	0.1	7	22	60	75	60	75	0.9	Zinc-finger double-stranded RNA-binding
PRIMA1	PF16101.6	122	Lklu_MIG2/MIG3	-	386	0.078	13.1	4.9	1	1	7.10E-05	0.18	11.9	4.9	14	49	143	178	128	193	0.8	Proline-rich membrane anchor 1
FOXP-CC	PF16159.6	69	Lklu_MIG2/MIG3	-	386	0.08	13.7	0.1	1	1	7.50E-05	0.19	12.4	0.1	6	41	54	89	51	98	0.83	FOXP coiled-coil domain
zf-H2C2_5	PF13909.7	25	Lklu_MIG2/MIG3	-	386	0.11	12.3	0.5	1	3	0.7	1.80E+03	-1.2	1.3	1	7	25	31	25	31	0.87	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Lklu_MIG2/MIG3	-	386	0.11	12.3	0.5	2	3	0.0051	13	5.6	1.8	17	25	41	49	41	49	0.95	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Lklu_MIG2/MIG3	-	386	0.11	12.3	0.5	3	3	4.10E-05	0.11	12.3	0.5	12	25	66	79	65	79	0.88	C2H2-type zinc-finger domain
zf-C2H2	PF00096.27	23	Klac_MIG2/MIG3	-	240	3.10E-09	36.8	10.6	1	2	3.20E-05	0.059	13.9	4.3	1	23	12	34	12	34	0.96	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Klac_MIG2/MIG3	-	240	3.10E-09	36.8	10.6	2	2	5.10E-09	9.20E-06	25.9	0.4	1	23	40	64	40	64	0.95	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Klac_MIG2/MIG3	-	240	1.00E-06	29.1	12	1	3	2.70E-05	0.049	14.5	2.7	1	23	12	34	12	35	0.95	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Klac_MIG2/MIG3	-	240	1.00E-06	29.1	12	2	3	3.30E-07	0.0006	20.5	0.4	1	23	40	64	40	65	0.94	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Klac_MIG2/MIG3	-	240	1.00E-06	29.1	12	3	3	10	1.80E+04	-3.2	0.1	6	17	226	235	225	236	0.74	C2H2-type zinc finger
zf-H2C2_2	PF13465.7	26	Klac_MIG2/MIG3	-	240	5.70E-06	26.5	18	1	3	0.031	57	4.4	0.7	12	24	9	21	4	23	0.87	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Klac_MIG2/MIG3	-	240	5.70E-06	26.5	18	2	3	4.00E-09	7.40E-06	26.2	3.4	3	25	28	52	26	53	0.91	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Klac_MIG2/MIG3	-	240	5.70E-06	26.5	18	3	3	0.019	35	5.1	0.7	2	11	57	66	56	72	0.83	Zinc-finger double domain
zf-C2H2_8	PF15909.6	98	Klac_MIG2/MIG3	-	240	0.045	14.1	2.2	1	2	5.60E-05	0.1	12.9	1.2	17	64	23	68	10	74	0.77	C2H2-type zinc ribbon
zf-C2H2_8	PF15909.6	98	Klac_MIG2/MIG3	-	240	0.045	14.1	2.2	2	2	3.8	7.00E+03	-2.6	0	24	43	212	231	202	235	0.66	C2H2-type zinc ribbon
Zn_ribbon_recom	PF13408.7	58	Klac_MIG2/MIG3	-	240	0.16	12.5	1.3	1	1	0.00021	0.39	11.3	1.3	8	56	14	64	12	66	0.84	Recombinase zinc beta ribbon domain
zf-UBP	PF02148.20	64	Klac_MIG2/MIG3	-	240	0.42	11	3.6	1	1	0.0045	8.3	6.9	3.6	3	38	6	39	4	88	0.86	Zn-finger in ubiquitin-hydrolases and other protein
zf-C2HE	PF16278.6	63	Klac_MIG2/MIG3	-	240	0.78	10.3	5.3	1	2	0.27	4.90E+02	1.3	0.7	34	60	8	34	3	37	0.84	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2HE	PF16278.6	63	Klac_MIG2/MIG3	-	240	0.78	10.3	5.3	2	2	0.0004	0.72	10.4	0.5	36	62	38	66	34	67	0.83	C2HE / C2H2 / C2HC zinc-binding finger
zf-C2H2_6	PF13912.7	27	Klac_MIG2/MIG3	-	240	1.8	8.7	5.1	1	2	0.0068	12	6	1.1	2	14	12	24	12	30	0.89	C2H2-type zinc finger
zf-C2H2_6	PF13912.7	27	Klac_MIG2/MIG3	-	240	1.8	8.7	5.1	2	2	0.055	1.00E+02	3.1	0.1	7	24	47	64	40	67	0.88	C2H2-type zinc finger
zf-H2C2_5	PF13909.7	25	Klac_MIG2/MIG3	-	240	1.8	8.4	11	1	3	0.0042	7.6	6.4	1.2	17	25	28	36	28	36	0.93	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Klac_MIG2/MIG3	-	240	1.8	8.4	11	2	3	0.00096	1.8	8.4	0.3	14	23	55	64	52	66	0.87	C2H2-type zinc-finger domain
zf-H2C2_5	PF13909.7	25	Klac_MIG2/MIG3	-	240	1.8	8.4	11	3	3	4.6	8.40E+03	-3.3	0.1	6	8	226	228	225	230	0.77	C2H2-type zinc-finger domain
zf-C2H2_3rep	PF18868.2	126	Klac_MIG2/MIG3	-	240	3.1	8.5	6	1	3	0.012	21	5.8	0.6	96	121	6	31	2	36	0.84	Zinc finger C2H2-type, 3 repeats
zf-C2H2_3rep	PF18868.2	126	Klac_MIG2/MIG3	-	240	3.1	8.5	6	2	3	0.021	38	5	0.1	37	87	46	93	34	107	0.63	Zinc finger C2H2-type, 3 repeats
zf-C2H2_3rep	PF18868.2	126	Klac_MIG2/MIG3	-	240	3.1	8.5	6	3	3	2.5	4.50E+03	-1.7	0	51	51	184	184	140	231	0.58	Zinc finger C2H2-type, 3 repeats
zf-H2C2_2	PF13465.7	26	Tdel_MIG2/MIG3	-	331	9.80E-09	35.3	16.5	1	3	0.00038	0.99	10	0.3	12	24	14	26	12	28	0.88	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Tdel_MIG2/MIG3	-	331	9.80E-09	35.3	16.5	2	3	2.50E-09	6.50E-06	26.4	5.9	3	25	33	57	31	58	0.94	Zinc-finger double domain
zf-H2C2_2	PF13465.7	26	Tdel_MIG2/MIG3	-	331	9.80E-09	35.3	16.5	3	3	0.011	29	5.3	0.2	2	11	62	71	61	74	0.85	Zinc-finger double domain
zf-C2H2	PF00096.27	23	Tdel_MIG2/MIG3	-	331	1.80E-08	34.4	17.3	1	2	1.30E-05	0.034	14.6	6.1	1	23	17	39	17	39	0.99	Zinc finger, C2H2 type
zf-C2H2	PF00096.27	23	Tdel_MIG2/MIG3	-	331	1.80E-08	34.4	17.3	2	2	7.50E-09	1.90E-05	24.8	3.3	1	23	45	69	45	69	0.96	Zinc finger, C2H2 type
zf-C2H2_4	PF13894.7	24	Tdel_MIG2/MIG3	-	331	5.20E-07	30	14	1	2	1.70E-05	0.045	14.6	4.7	1	23	17	39	17	40	0.97	C2H2-type zinc finger
zf-C2H2_4	PF13894.7	24	Tdel_MIG2/MIG3	-	331	5.20E-07	30	14	2	2	2.40E-07	0.00063	20.4	1.8	1	23	45	69	45	70	0.94	C2H2-type zinc finger
zf-C2H2_jaz	PF12171.9	27	Tdel_MIG2/MIG3	-	331	0.00011	22.3	4.6	1	2	6.60E-06	0.017	15.4	1	2	26	17	45	16	46	0.89	Zinc-finger double-stranded RNA-binding
zf-C2H2_jaz	PF12171.9	27	Tdel_MIG2/MIG3	-	331	0.00011	22.3	4.6	2	2	0.0012	3.1	8.2	0.1	7	24	52	69	51	70	0.94	Zinc-finger double-stranded RNA-binding
zf-H2C2_5	PF13909.7	25	Tdel_MIG2/MIG3	-	331	0.18	11.6	0.1	1	4	0.5	1.30E+03	-0.7	0.5	1	7	17	23	17	23	0.9	C2H2-type zinc-finger domain
